,证券代码,证券简称,投资类型(一级分类),投资类型(二级分类),业绩比较基准,基准是_1,基准比例_1,基准是_2,基准比例_2,基准是_3,基准比例_3,基准是_4,基准比例_4,基准是_5,基准比例_5,基准组成部分list,基准组成部分1,基准1
2270,003022.OF,建信现金添益A,货币市场型基金,货币市场型基金,同期中国人民银行公布的七天通知存款利率(税前),同期中国人民银行公布的七天通知存款利率(税前),,nan,,nan,,nan,,nan,,['同期中国人民银行公布的七天通知存款利率(税前)'],同期中国人民银行公布的七天通知存款利率(税前),"['同期中国人民银行公布的七天通知存款利率(税前)', nan]"
2281,003034.OF,平安日鑫A,货币市场型基金,货币市场型基金,同期中国人民银行公布的七天通知存款利率(税后),同期中国人民银行公布的七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期中国人民银行公布的七天通知存款利率(税后)'],同期中国人民银行公布的七天通知存款利率(税后),"['同期中国人民银行公布的七天通知存款利率(税后)', nan]"
2287,003042.OF,交银活期通A,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
2288,003043.OF,交银活期通E,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
2308,003075.OF,中融货币E,货币市场型基金,货币市场型基金,七天通知存款利率(税后),七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['七天通知存款利率(税后)'],七天通知存款利率(税后),"['七天通知存款利率(税后)', nan]"
2363,003164.OF,建信现金添利B,货币市场型基金,货币市场型基金,七天通知存款利率(税前),七天通知存款利率(税前),,nan,,nan,,nan,,nan,,['七天通知存款利率(税前)'],七天通知存款利率(税前),"['七天通知存款利率(税前)', nan]"
2370,003171.OF,信达澳银慧理财,货币市场型基金,货币市场型基金,同期七天通知存款利率(税后),同期七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['同期七天通知存款利率(税后)'],同期七天通知存款利率(税后),"['同期七天通知存款利率(税后)', nan]"
2382,003185.OF,建信货币B,货币市场型基金,货币市场型基金,六个月银行定期存款利率(税后),六个月银行定期存款利率(税后),,nan,,nan,,nan,,nan,,['六个月银行定期存款利率(税后)'],六个月银行定期存款利率(税后),"['六个月银行定期存款利率(税后)', nan]"
2400,003206.OF,博时合鑫货币,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
2415,003228.OF,浦银安盛日日鑫A,货币市场型基金,货币市场型基金,人民币活期存款利率(税后),人民币活期存款利率(税后),,nan,,nan,,nan,,nan,,['人民币活期存款利率(税后)'],人民币活期存款利率(税后),"['人民币活期存款利率(税后)', nan]"
2416,003229.OF,浦银安盛日日鑫B,货币市场型基金,货币市场型基金,人民币活期存款利率(税后),人民币活期存款利率(税后),,nan,,nan,,nan,,nan,,['人民币活期存款利率(税后)'],人民币活期存款利率(税后),"['人民币活期存款利率(税后)', nan]"
2433,003246.OF,华泰柏瑞天添宝货币A,货币市场型基金,货币市场型基金,当期银行活期存款利率(税后),当期银行活期存款利率(税后),,nan,,nan,,nan,,nan,,['当期银行活期存款利率(税后)'],当期银行活期存款利率(税后),"['当期银行活期存款利率(税后)', nan]"
2434,003252.OF,大成添益A,货币市场型基金,货币市场型基金,中国人民银行公布的人民币活期存款基准利率(税后),中国人民银行公布的人民币活期存款基准利率(税后),,nan,,nan,,nan,,nan,,['中国人民银行公布的人民币活期存款基准利率(税后)'],中国人民银行公布的人民币活期存款基准利率(税后),"['中国人民银行公布的人民币活期存款基准利率(税后)', nan]"
2435,003253.OF,大成添益B,货币市场型基金,货币市场型基金,中国人民银行公布的人民币活期存款基准利率(税后),中国人民银行公布的人民币活期存款基准利率(税后),,nan,,nan,,nan,,nan,,['中国人民银行公布的人民币活期存款基准利率(税后)'],中国人民银行公布的人民币活期存款基准利率(税后),"['中国人民银行公布的人民币活期存款基准利率(税后)', nan]"
2441,003264.OF,新华活期添利B,货币市场型基金,货币市场型基金,人民币七天通知存款利率(税后),人民币七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['人民币七天通知存款利率(税后)'],人民币七天通知存款利率(税后),"['人民币七天通知存款利率(税后)', nan]"
2444,003267.OF,新华壹诺宝B,货币市场型基金,货币市场型基金,人民币七天通知存款利率(税后),人民币七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['人民币七天通知存款利率(税后)'],人民币七天通知存款利率(税后),"['人民币七天通知存款利率(税后)', nan]"
2456,003281.OF,广发活期宝B,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,,['活期存款利率(税后)'],活期存款利率(税后),"['活期存款利率(税后)', nan]"
2484,003316.OF,中银证券现金管家A,货币市场型基金,货币市场型基金,人民币活期存款利率(税后),人民币活期存款利率(税后),,nan,,nan,,nan,,nan,,['人民币活期存款利率(税后)'],人民币活期存款利率(税后),"['人民币活期存款利率(税后)', nan]"
2485,003317.OF,中银证券现金管家B,货币市场型基金,货币市场型基金,人民币活期存款利率(税后),人民币活期存款利率(税后),,nan,,nan,,nan,,nan,,['人民币活期存款利率(税后)'],人民币活期存款利率(税后),"['人民币活期存款利率(税后)', nan]"
2517,003363.OF,长江乐享A,货币市场型基金,货币市场型基金,中国人民银行最新公布的七天通知存款利率(税后),中国人民银行最新公布的七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['中国人民银行最新公布的七天通知存款利率(税后)'],中国人民银行最新公布的七天通知存款利率(税后),"['中国人民银行最新公布的七天通知存款利率(税后)', nan]"
2518,003364.OF,长江乐享B,货币市场型基金,货币市场型基金,中国人民银行最新公布的七天通知存款利率(税后),中国人民银行最新公布的七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['中国人民银行最新公布的七天通知存款利率(税后)'],中国人民银行最新公布的七天通知存款利率(税后),"['中国人民银行最新公布的七天通知存款利率(税后)', nan]"
2519,003365.OF,长江乐享C,货币市场型基金,货币市场型基金,中国人民银行最新公布的七天通知存款利率(税后),中国人民银行最新公布的七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['中国人民银行最新公布的七天通知存款利率(税后)'],中国人民银行最新公布的七天通知存款利率(税后),"['中国人民银行最新公布的七天通知存款利率(税后)', nan]"
2534,003388.OF,招商招益宝A,货币市场型基金,货币市场型基金,人民币活期存款基准利率(税后),人民币活期存款基准利率(税后),,nan,,nan,,nan,,nan,,['人民币活期存款基准利率(税后)'],人民币活期存款基准利率(税后),"['人民币活期存款基准利率(税后)', nan]"
2535,003389.OF,招商招益宝B,货币市场型基金,货币市场型基金,人民币活期存款基准利率(税后),人民币活期存款基准利率(税后),,nan,,nan,,nan,,nan,,['人民币活期存款基准利率(税后)'],人民币活期存款基准利率(税后),"['人民币活期存款基准利率(税后)', nan]"
2537,003391.OF,建信天添益A,货币市场型基金,货币市场型基金,七天通知存款利率(税前),七天通知存款利率(税前),,nan,,nan,,nan,,nan,,['七天通知存款利率(税前)'],七天通知存款利率(税前),"['七天通知存款利率(税前)', nan]"
2538,003392.OF,建信天添益B,货币市场型基金,货币市场型基金,七天通知存款利率(税前),七天通知存款利率(税前),,nan,,nan,,nan,,nan,,['七天通知存款利率(税前)'],七天通知存款利率(税前),"['七天通知存款利率(税前)', nan]"
2539,003393.OF,建信天添益C,货币市场型基金,货币市场型基金,七天通知存款利率(税前),七天通知存款利率(税前),,nan,,nan,,nan,,nan,,['七天通知存款利率(税前)'],七天通知存款利率(税前),"['七天通知存款利率(税前)', nan]"
2544,003398.OF,太平日日金A,货币市场型基金,货币市场型基金,人民币七天通知存款利率(税后),人民币七天通知存款利率(税后),,nan,,nan,,nan,,nan,,['人民币七天通知存款利率(税后)'],人民币七天通知存款利率(税后),"['人民币七天通知存款利率(税后)', nan]"
