,证券代码,证券简称,投资类型(一级分类),投资类型(二级分类),业绩比较基准,基准是_1,基准比例_1,基准是_2,基准比例_2,基准是_3,基准比例_3,基准是_4,基准比例_4,基准是_5,基准比例_5,基准组成部分list,基准组成部分1,基准1,基准组成部分2,基准2,基准组成部分3,基准3,基准组成部分4,基准4
5051,006629.OF,招商鑫悦中短债A,债券型基金,短期纯债型基金,中债总财富(1-3年)指数收益率*90%+一年期定期存款利率(税后)*10%,中债总财富(1-3年)指数收益率,90%,一年期定期存款利率(税后),10%,nan,,nan,,nan,,"['中债总财富(1-3年)指数收益率*90%', '一年期定期存款利率(税后)*10%', nan, nan]",中债总财富(1-3年)指数收益率*90%,"['中债总财富(1-3年)指数收益率', '90%']",一年期定期存款利率(税后)*10%,"['一年期定期存款利率(税后)', '10%']",,"['nan', nan]",,"['nan', nan]"
5052,006630.OF,招商鑫悦中短债C,债券型基金,短期纯债型基金,中债总财富(1-3年)指数收益率*90%+一年期定期存款利率(税后)*10%,中债总财富(1-3年)指数收益率,90%,一年期定期存款利率(税后),10%,nan,,nan,,nan,,"['中债总财富(1-3年)指数收益率*90%', '一年期定期存款利率(税后)*10%', nan, nan]",中债总财富(1-3年)指数收益率*90%,"['中债总财富(1-3年)指数收益率', '90%']",一年期定期存款利率(税后)*10%,"['一年期定期存款利率(税后)', '10%']",,"['nan', nan]",,"['nan', nan]"
5053,006631.OF,鑫元臻利A,债券型基金,中长期纯债型基金,中证全债指数收益率,中证全债指数收益率,,nan,,nan,,nan,,nan,,"['中证全债指数收益率', nan, nan, nan]",中证全债指数收益率,"['中证全债指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5054,006632.OF,鑫元臻利C,债券型基金,中长期纯债型基金,中证全债指数收益率,中证全债指数收益率,,nan,,nan,,nan,,nan,,"['中证全债指数收益率', nan, nan, nan]",中证全债指数收益率,"['中证全债指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5055,006633.OF,博时中债1-3政策金融债A,债券型基金,被动指数型债券基金,中债1-3年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,中债1-3年政策性金融债指数收益率,95%,银行活期存款利率(税后),5%,nan,,nan,,nan,,"['中债1-3年政策性金融债指数收益率*95%', '银行活期存款利率(税后)*5%', nan, nan]",中债1-3年政策性金融债指数收益率*95%,"['中债1-3年政策性金融债指数收益率', '95%']",银行活期存款利率(税后)*5%,"['银行活期存款利率(税后)', '5%']",,"['nan', nan]",,"['nan', nan]"
5056,006634.OF,博时中债1-3政策金融债C,债券型基金,被动指数型债券基金,中债1-3年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,中债1-3年政策性金融债指数收益率,95%,银行活期存款利率(税后),5%,nan,,nan,,nan,,"['中债1-3年政策性金融债指数收益率*95%', '银行活期存款利率(税后)*5%', nan, nan]",中债1-3年政策性金融债指数收益率*95%,"['中债1-3年政策性金融债指数收益率', '95%']",银行活期存款利率(税后)*5%,"['银行活期存款利率(税后)', '5%']",,"['nan', nan]",,"['nan', nan]"
5057,006635.OF,永赢伟益,债券型基金,中长期纯债型基金,中国债券综合全价指数收益率,中国债券综合全价指数收益率,,nan,,nan,,nan,,nan,,"['中国债券综合全价指数收益率', nan, nan, nan]",中国债券综合全价指数收益率,"['中国债券综合全价指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5058,006636.OF,华富恒欣纯债A,债券型基金,中长期纯债型基金,中证全债指数收益率,中证全债指数收益率,,nan,,nan,,nan,,nan,,"['中证全债指数收益率', nan, nan, nan]",中证全债指数收益率,"['中证全债指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5059,006637.OF,华富恒欣纯债C,债券型基金,中长期纯债型基金,中证全债指数收益率,中证全债指数收益率,,nan,,nan,,nan,,nan,,"['中证全债指数收益率', nan, nan, nan]",中证全债指数收益率,"['中证全债指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5060,006638.OF,人保鑫盛纯债A,债券型基金,中长期纯债型基金,中债综合全价(总值)指数收益率,中债综合全价(总值)指数收益率,,nan,,nan,,nan,,nan,,"['中债综合全价(总值)指数收益率', nan, nan, nan]",中债综合全价(总值)指数收益率,"['中债综合全价(总值)指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5061,006639.OF,人保鑫盛纯债C,债券型基金,中长期纯债型基金,中债综合全价(总值)指数收益率,中债综合全价(总值)指数收益率,,nan,,nan,,nan,,nan,,"['中债综合全价(总值)指数收益率', nan, nan, nan]",中债综合全价(总值)指数收益率,"['中债综合全价(总值)指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5062,006640.OF,中金新元六个月A,债券型基金,中长期纯债型基金,中债综合财富(总值)指数收益率,中债综合财富(总值)指数收益率,,nan,,nan,,nan,,nan,,"['中债综合财富(总值)指数收益率', nan, nan, nan]",中债综合财富(总值)指数收益率,"['中债综合财富(总值)指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5063,006641.OF,中金新元六个月C,债券型基金,中长期纯债型基金,中债综合财富(总值)指数收益率,中债综合财富(总值)指数收益率,,nan,,nan,,nan,,nan,,"['中债综合财富(总值)指数收益率', nan, nan, nan]",中债综合财富(总值)指数收益率,"['中债综合财富(总值)指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5066,006645.OF,银华安丰中短期金融债,债券型基金,短期纯债型基金,中债1-3年政策性金融债指数收益率,中债1-3年政策性金融债指数收益率,,nan,,nan,,nan,,nan,,"['中债1-3年政策性金融债指数收益率', nan, nan, nan]",中债1-3年政策性金融债指数收益率,"['中债1-3年政策性金融债指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5067,006646.OF,汇添富短债A,债券型基金,短期纯债型基金,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,中债总财富(1-3年)指数收益率,80%,一年期定期存款利率(税后),20%,nan,,nan,,nan,,"['中债总财富(1-3年)指数收益率*80%', '一年期定期存款利率(税后)*20%', nan, nan]",中债总财富(1-3年)指数收益率*80%,"['中债总财富(1-3年)指数收益率', '80%']",一年期定期存款利率(税后)*20%,"['一年期定期存款利率(税后)', '20%']",,"['nan', nan]",,"['nan', nan]"
5068,006647.OF,汇添富短债C,债券型基金,短期纯债型基金,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,中债总财富(1-3年)指数收益率,80%,一年期定期存款利率(税后),20%,nan,,nan,,nan,,"['中债总财富(1-3年)指数收益率*80%', '一年期定期存款利率(税后)*20%', nan, nan]",中债总财富(1-3年)指数收益率*80%,"['中债总财富(1-3年)指数收益率', '80%']",一年期定期存款利率(税后)*20%,"['一年期定期存款利率(税后)', '20%']",,"['nan', nan]",,"['nan', nan]"
5071,006650.OF,招商安庆,债券型基金,混合债券型二级基金,中债综合指数收益率*80%+沪深300指数收益率*20%,中债综合指数收益率,80%,沪深300指数收益率,20%,nan,,nan,,nan,,"['中债综合指数收益率*80%', '沪深300指数收益率*20%', nan, nan]",中债综合指数收益率*80%,"['中债综合指数收益率', '80%']",沪深300指数收益率*20%,"['沪深300指数收益率', '20%']",,"['nan', nan]",,"['nan', nan]"
5073,006653.OF,南方畅利定期开放,债券型基金,中长期纯债型基金,中债综合指数收益率,中债综合指数收益率,,nan,,nan,,nan,,nan,,"['中债综合指数收益率', nan, nan, nan]",中债综合指数收益率,"['中债综合指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5074,006654.OF,华泰紫金季季享定开A,债券型基金,混合债券型二级基金,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*10%,中债综合财富(总值)指数收益率,90%,沪深300指数收益率,10%,nan,,nan,,nan,,"['中债综合财富(总值)指数收益率*90%', '沪深300指数收益率*10%', nan, nan]",中债综合财富(总值)指数收益率*90%,"['中债综合财富(总值)指数收益率', '90%']",沪深300指数收益率*10%,"['沪深300指数收益率', '10%']",,"['nan', nan]",,"['nan', nan]"
5075,006655.OF,华泰紫金季季享定开C,债券型基金,混合债券型二级基金,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*10%,中债综合财富(总值)指数收益率,90%,沪深300指数收益率,10%,nan,,nan,,nan,,"['中债综合财富(总值)指数收益率*90%', '沪深300指数收益率*10%', nan, nan]",中债综合财富(总值)指数收益率*90%,"['中债综合财富(总值)指数收益率', '90%']",沪深300指数收益率*10%,"['沪深300指数收益率', '10%']",,"['nan', nan]",,"['nan', nan]"
5080,006660.OF,永赢昌益A,债券型基金,中长期纯债型基金,中国债券综合全价指数收益率,中国债券综合全价指数收益率,,nan,,nan,,nan,,nan,,"['中国债券综合全价指数收益率', nan, nan, nan]",中国债券综合全价指数收益率,"['中国债券综合全价指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5081,006661.OF,永赢昌益C,债券型基金,中长期纯债型基金,中国债券综合全价指数收益率,中国债券综合全价指数收益率,,nan,,nan,,nan,,nan,,"['中国债券综合全价指数收益率', nan, nan, nan]",中国债券综合全价指数收益率,"['中国债券综合全价指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5082,006662.OF,易方达安悦超短债A,债券型基金,短期纯债型基金,中债综合财富(1年以下)指数收益率,中债综合财富(1年以下)指数收益率,,nan,,nan,,nan,,nan,,"['中债综合财富(1年以下)指数收益率', nan, nan, nan]",中债综合财富(1年以下)指数收益率,"['中债综合财富(1年以下)指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5083,006663.OF,易方达安悦超短债C,债券型基金,短期纯债型基金,中债综合财富(1年以下)指数收益率,中债综合财富(1年以下)指数收益率,,nan,,nan,,nan,,nan,,"['中债综合财富(1年以下)指数收益率', nan, nan, nan]",中债综合财富(1年以下)指数收益率,"['中债综合财富(1年以下)指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5084,006664.OF,易方达安悦超短债F,债券型基金,短期纯债型基金,中债综合财富(1年以下)指数收益率,中债综合财富(1年以下)指数收益率,,nan,,nan,,nan,,nan,,"['中债综合财富(1年以下)指数收益率', nan, nan, nan]",中债综合财富(1年以下)指数收益率,"['中债综合财富(1年以下)指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5085,006665.OF,华夏鼎康A,债券型基金,中长期纯债型基金,中债综合指数收益率,中债综合指数收益率,,nan,,nan,,nan,,nan,,"['中债综合指数收益率', nan, nan, nan]",中债综合指数收益率,"['中债综合指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5086,006666.OF,华夏鼎康C,债券型基金,中长期纯债型基金,中债综合指数收益率,中债综合指数收益率,,nan,,nan,,nan,,nan,,"['中债综合指数收益率', nan, nan, nan]",中债综合指数收益率,"['中债综合指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5087,006667.OF,南华瑞元定期开放,债券型基金,中长期纯债型基金,中证综合债指数收益率,中证综合债指数收益率,,nan,,nan,,nan,,nan,,"['中证综合债指数收益率', nan, nan, nan]",中证综合债指数收益率,"['中证综合债指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5088,006668.OF,华夏中短债A,债券型基金,短期纯债型基金,中债综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,中债综合财富(1-3年)指数收益率,80%,一年期定期存款利率(税后),20%,nan,,nan,,nan,,"['中债综合财富(1-3年)指数收益率*80%', '一年期定期存款利率(税后)*20%', nan, nan]",中债综合财富(1-3年)指数收益率*80%,"['中债综合财富(1-3年)指数收益率', '80%']",一年期定期存款利率(税后)*20%,"['一年期定期存款利率(税后)', '20%']",,"['nan', nan]",,"['nan', nan]"
5089,006669.OF,华夏中短债C,债券型基金,短期纯债型基金,中债综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,中债综合财富(1-3年)指数收益率,80%,一年期定期存款利率(税后),20%,nan,,nan,,nan,,"['中债综合财富(1-3年)指数收益率*80%', '一年期定期存款利率(税后)*20%', nan, nan]",中债综合财富(1-3年)指数收益率*80%,"['中债综合财富(1-3年)指数收益率', '80%']",一年期定期存款利率(税后)*20%,"['一年期定期存款利率(税后)', '20%']",,"['nan', nan]",,"['nan', nan]"
5090,006670.OF,广发景秀纯债,债券型基金,中长期纯债型基金,中债综合财富(总值)指数收益率*90%+银行一年期定期存款利率(税后)*10%,中债综合财富(总值)指数收益率,90%,银行一年期定期存款利率(税后),10%,nan,,nan,,nan,,"['中债综合财富(总值)指数收益率*90%', '银行一年期定期存款利率(税后)*10%', nan, nan]",中债综合财富(总值)指数收益率*90%,"['中债综合财富(总值)指数收益率', '90%']",银行一年期定期存款利率(税后)*10%,"['银行一年期定期存款利率(税后)', '10%']",,"['nan', nan]",,"['nan', nan]"
5092,006672.OF,广发招财短债A,债券型基金,短期纯债型基金,中债-新综合全价(1年以下)指数收益率,中债-新综合全价(1年以下)指数收益率,,nan,,nan,,nan,,nan,,"['中债-新综合全价(1年以下)指数收益率', nan, nan, nan]",中债-新综合全价(1年以下)指数收益率,"['中债-新综合全价(1年以下)指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5093,006673.OF,广发招财短债C,债券型基金,短期纯债型基金,中债-新综合全价(1年以下)指数收益率,中债-新综合全价(1年以下)指数收益率,,nan,,nan,,nan,,nan,,"['中债-新综合全价(1年以下)指数收益率', nan, nan, nan]",中债-新综合全价(1年以下)指数收益率,"['中债-新综合全价(1年以下)指数收益率', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5094,006674.OF,大成景旭纯债B,债券型基金,中长期纯债型基金,中债综合指数,中债综合指数,,nan,,nan,,nan,,nan,,"['中债综合指数', nan, nan, nan]",中债综合指数,"['中债综合指数', nan]",,"['nan', nan]",,"['nan', nan]",,"['nan', nan]"
5097,006677.OF,中银稳汇短债A,债券型基金,短期纯债型基金,中债-综合财富(1年以下)指数收益率*80%+一年期定期存款利率(税后)*20%,中债-综合财富(1年以下)指数收益率,80%,一年期定期存款利率(税后),20%,nan,,nan,,nan,,"['中债-综合财富(1年以下)指数收益率*80%', '一年期定期存款利率(税后)*20%', nan, nan]",中债-综合财富(1年以下)指数收益率*80%,"['中债-综合财富(1年以下)指数收益率', '80%']",一年期定期存款利率(税后)*20%,"['一年期定期存款利率(税后)', '20%']",,"['nan', nan]",,"['nan', nan]"
5098,006678.OF,中银稳汇短债C,债券型基金,短期纯债型基金,中债-综合财富(1年以下)指数收益率*80%+一年期定期存款利率(税后)*20%,中债-综合财富(1年以下)指数收益率,80%,一年期定期存款利率(税后),20%,nan,,nan,,nan,,"['中债-综合财富(1年以下)指数收益率*80%', '一年期定期存款利率(税后)*20%', nan, nan]",中债-综合财富(1年以下)指数收益率*80%,"['中债-综合财富(1年以下)指数收益率', '80%']",一年期定期存款利率(税后)*20%,"['一年期定期存款利率(税后)', '20%']",,"['nan', nan]",,"['nan', nan]"
